Artist,Title,Lyrics,URL
Ken Martin,Hero,"I
Am the whisper in the night
I'm the colour within the light
Just wanna be the hero
Woh oh

I
Am the kiss of death today
Now you know where you shouldn't stay
The party time is over

Shooting to run away
Breathing the air to lay down the wind of change
Fightin' for what is true
Fallin' out of the blue
Target's at my range

I'll be the hero tonight
The hero tonight
Don't wanna fade away
My power gotta make you pray

I'll be the hero tonight
The hero tonight
I know the things you are
For me you couldn't be too far

I'll be the hero......
Hero...

I 
Am the fear you couldn't see
I'm the thunder and i'm the key
To open up the true lies
Woh oh

I
Am the fire in the sky
I'm the freedom you couldn't buy
I'll burn you like a fever","https://www.eurobeat-prime.com/lyrics.php?lyrics=4218
"
Ken Martin,Japanese Girl,"Ayi, ayi, ai...
You know, don't 'cha have to feel the best
I want to give you something special
And tonight it's just for you and just for me
Forget the rest

Ayi, yi, yi, yi, yi
There's some more I have to share
Hun in the life you never just
To something sweeter like your body
Rolling over me I swear

Baby tonight (tonight)
You see the light (the light)
Anyone else, you know will make you cry
Never forget (forget)
My own regret, it's
Alright, tonight, tonight...

Japanese Girl (Japan, Japan)
Don't cry, baby don't go
Oh little Japanese Girl (Japan, Japan)
Cause I, I'm on your show
Oh baby Japanese Girl (Japan, Japan)
So why you're afraid of my love?
I miss my Japanese Girl (Japan, Japan)
Just tell me that you're ready
I'll be yelling for you

Ayi, ayi, ai...
I can not really play some more
I can't escape without your passion
When your body calling over
This is the sex you're looking for

Ayi, yi, yi, yi, yi
There is no more I have to do
When in the life you've never just to
Something sweeter like my body
You don't have to feel it blue...","https://www.eurobeat-prime.com/lyrics.php?lyrics=2348
"
Ken Martin,Sexy Sexy Sexy,"Tell me why
You didn't know that you would be my girl
I realized you denied all the love I felt for you
And I am feeling so blue
Ask me why
My mind is blowing out just looking you
My heart gets boom boom boom I'm so happy with you
So baby take your time

Come on girl just do it again
Be my pretty baby I'll be your macho man
You're so lovely dressed to kill
Now we have the right to play this game, get closer

Sexy sexy girl (sexy girl)
Come on baby close your eyes and dream it again
Sexy sexy girl (sexy girl)
Take me to the limit hit me you'll be my flame
Sexy sexy girl (sexy girl)
Gimme all your love and passion kill me again
Sexy sexy girl (sexy girl)
Now I know your game don't hurt me sexy girl

Sexy sexy sexy
Sexy sexy sexy
Sexy sexy sexy
Sexy girl (x2)

Day and night
I dream your body dancing in the light
My passion grows more and more
My hot desire now is knocking knock at your door
Let me try
To feel the passion growing deep inside
I feel alive watching you in the light
My body is waiting for you babe this night","https://www.eurobeat-prime.com/lyrics.php?lyrics=236
"
Ken Martin,Virtual Love,"I've got a money
I've got some lovers
I knew desires girl but don't be flower

I was too cranky
I was alive
And all was wonderful I felt alright but

When I met you girl
I was going to crazy love
Lost for a million years
Finally you disappeared
And now that I've found you
We won't obey what the people say

Virtual love
What a sexy-girl
All my dreams come true
When I relight your fire
Virtual love
What a sexy-girl
You can drive me crazy into the night
My sexy-drive oh oh oh oh
Drive oh oh oh oh oh virtual love

I've got a honey
I've got some cars
I knew successes everywhere in night-bars

I was so lucky
In paradise
And all was wonderful I felt alright but

When I met you girl........","https://www.eurobeat-prime.com/lyrics.php?lyrics=1587
"
Kevin & Cherry,Chemical Love,"If you only knew
If only you'd see
What I've been through
Still willingful of waiting for you
Tell me, could this be love?

How will I know
Will my heart make me believe it so
Or do I have to trust in the way I feel
If I could read your mind

I wanna live my life
Live in the way I feel don't waste it
Life is a party, let's make it hot
Don't ever stop the music

Gimme gimme chemical love
Gimme gimme virtual visions
Life is meant to be a big fun
Turn the volume up to hear
The music get loud

I feel it's true
That real love it's longer than life
But you don't understand I can't hide
The feeling I've inside

I'm so unsure
Is it the real love knocking at my door
Or is it the sound of my beating heart for you
Tell me, could this be love?","https://www.eurobeat-prime.com/lyrics.php?lyrics=2874
"
Kevin & Cherry,Doctor Love,"Help me help me doctor
I have lost my control
I'm gonna tell ya the way I'm feeling
Now I can't sleep at night
Is it love at first sight?
You got to give me the cure

She's an evil woman she's the hell
She can smile and drives you mad
Deep inside my brain into my head
I can't live without her... help me!!!

Doctor doctor love
She pushed me to the limit
Cut cut just deep inside my heart
Doctor doctor love
Take care of my emotions
Bad bad bad medicine

Doctor doctor love
I need a magic potion
Give give give it all to me
Doctor doctor love
I know you're a magician
Bad bad bad medicine

Help me help me doctor
Give me back my control
You got to take me away this feeling
Cut off my emotions
Stop all my reactions
Please help me and find me the cure ","https://www.eurobeat-prime.com/lyrics.php?lyrics=3627
"
Kevin Johnson,Adorable,"You are the one that I'm loving
The only one that I want
The one is able to make me feel like this

But when the sun up in the sky will set down
And when you'll feeling sad and blue don't wear a frown
'Cause I'll be standing at your side
Make you feeling that I love you 'cause you are

Adorable, adorable
Don't change your way to love me after all
I can die in your arms tonight
I can stop loving you

Adorable, adorable
Your love is rouring like a waterfall
I will dive in your arms tonight
No matter what you do

You are the one that I'm needing
The only one that I love
The only I feel really deep into my heart","https://www.eurobeat-prime.com/lyrics.php?lyrics=1320
"
Kevin Johnson,Big Is Your Faith,"Wishing well for you all I would like to tell the world a thing or two,
about all of you this I wanna do, with my music... oh oh oh...

And never again I will find in my life
other people who loves me like you have done
until right now, supported me on through a life time

""Big is your faith""... it's big like a mountain
""Big is your faith""... so big and I know it
Without a break... pushing me together
Heaven awaits... and I feel a saint in heaven

Let me tell you my friends I would like to fix the time and never loose,
all the memories, I'll remember you in my future... oh oh oh...","https://www.eurobeat-prime.com/lyrics.php?lyrics=1861
"
Kevin Johnson,Crime Of Passion,"I realize I did it again
I made you think that we are much more tha just friends
Instead I've only tricked your heart
I've got lost in the game

Oh baby baby can't you see that I'm not serious
'Cause I'm a fool in so many way
Nothing you can do or say
You're just a part of the game

I'm gonna make another
Crime of passion - Crime of passion
Just another broken heart
The mirror gives the same reflection
But I don't know whu you are

I'm gonna make another
Crime of passion - Crime of passion
Just a thrill over my skin
Same feeling of an old sensation
Pleasure mixed up with a sin

I realize I did it again
I'm not a hero I am not that innocent
Instead I've only tricked your heart
I've got lost in the game","https://www.eurobeat-prime.com/lyrics.php?lyrics=865
"
Kevin Johnson,Don't Say Goodbye,"Maybe you say right or maybe wrong
Another love song make me strong
Seem to far away, the better days
Don't make me cry, don't say goodbye

But if your love can't take the changes
Maybe we can start again once again
All you have to do is say it
We can try

Listen to your heart don't say goodbye
Listen to your heart don't make me cry
Forever now
I need a little sunshine in my life

Listen to your heart don't say goodbye
Listen to your heart don't make me cry
Forever now
You're deep inside, in my heart
In my mind, all the time
Don't make me cry, don't say goodbye

Whatever you think that love's unkind
I'm gonna show you things to share
We can make it happen, just close your eyes
Don't make me cry, don't say goodbye","https://www.eurobeat-prime.com/lyrics.php?lyrics=2257
"
Kevin Johnson,Got To Be Your Lover,"Don't hide or fight it girl
We feel it right along from the start
First kiss the tenderness
The heavy beating of the heart

The sudden ecstasy 
When your arms cling to mine
Now it's more than late
To deny our love is fate

Got to be your lover
you and me forever
We got enough love inside
Got to be your lover
Sharing love forever
On the wings of love we'll fly

Got to be your lover
So let's stay together
Love gives lovers every ride
Got to be your lover
Don't deny my offer
It's a case of do or die

Goodbye to former compromise
I found and I'm making you stay
One smile and suddenly I knew
Got lucky on a lucky day

The cruel ecstasy
To know that you are mine
And the feeling's great
so don't hesitate to say

Just you and me babe
Found you and I'll never let you go
Yeah you and me love
On the wings of love we'll fly","https://www.eurobeat-prime.com/lyrics.php?lyrics=2830
"
Kevin Johnson,I Love You,"Baby - unforgettable
Baby - unbelieve
You are - always stuck in my mind

Tell me - that you're coming back
Tell me - that you want me again
My life - is unbearable
My nights - without your love and on my own

Baby I cannot go on tonight
Without your love and on my own
Baby I'll love you for ever ever ever ever

I wanna hold you my arms my baby girl, I love you - I love you
I wanna dream of me and you together, all night long - all night long

I wanna look into your eyes my baby girl, I love you - I love you
I wanna live this fantasy forever, all alone - all alone

Baby - come and save my soul
Baby - I cannot go on
You are - all I have ever known

Tell me - that you will forgive
Tell me - that you understand
My fault - it was just a game
My night - without your love and on my own","https://www.eurobeat-prime.com/lyrics.php?lyrics=1409
"
Kevin Johnson,In The Name Of Love,"Tonight is a night, a night of fire baby
Looking for love you and me together
We can work it out, it's now or never baby
Burning burning love crazy

Your love is like a thunder
Booming inside booming inside
Tell me baby what I have to do
Ever forever I

Kiss and fight in the name of love
Please don't go we can live together
Take a chance on a broken heart
Ever forever I
Kiss and fight in the name of love
Please don't go we can live together
Take a chance on a broken heart
Ever forever I will

A sweet summer night a night on fire baby
Hunting for love you and me together
We can make a move it's now or never baby
Burning burning love crazy","https://www.eurobeat-prime.com/lyrics.php?lyrics=690
"
Kevin Johnson,Little Crush,"I know, every time I say to myself
""Never falling in love again!""
Then I end up finding my tender heart
Deep into the grip of the pain.

One again say ""bye bye"" to my life in space
Cause I've met you, girl
But the situation's under control
Baby, baby this time I know

I just feel a little crush, a little crush
A little something in my mind
I just feel a little rush, but in my heart
I know it'll be all right
I just feel a little crush, A little crush
A little shadow by my side
I just feel a little rush, but in my mind
I know that everything's fine

I know, every time I made a mistake
I have lost a piece of my heart
But this time I know the rules of the game
And I'm strong enough to restart","https://www.eurobeat-prime.com/lyrics.php?lyrics=774
"
Kevin Johnson,Lonely,"Baby I don't want to miss a thing
I won't miss and smile
I don't want to fall asleep
Before you open your eyes

I'm gonna give you my life for a moment of your love
I feel your heart beating so close to me
I feel your heartbeat going on and on

I don't wanna me lonely
'Cause this emptiness just can kill me
No I don't wanna be lonely
I just want to fill up your heart

Baby I don't want to miss a thing
I won't miss and kiss
I just want to lose myself
Into the blue of your eyes","https://www.eurobeat-prime.com/lyrics.php?lyrics=812
"
Kevin Johnson,Looking For Love,"If you don't like to be alone
If you feel lonely more than ever
Just look into your heart
You can find the decision to starting over

And there's a lesson that I've learnt
The only truth among all lies
You better look for love
Following just your heart and not just your eyes

I know I won't give up
And no matter how much my eyes have cried
I'll always going on
'Cause I want a life that's worthy to live

I'm looking for love.- I'm looking for love
I'll never gonna stop the searching
'Cause I'm looking for love - I'm looking for love
And it will be tough 'Cause I'm too dreaming
Will be hard 'cause I'm so defensive

It's time to go now my dear friend
It's time for you to take your way
I'll keep you in my heart
Hoping that you will find the right love one day","https://www.eurobeat-prime.com/lyrics.php?lyrics=479
"
Kevin Johnson,Never Give Up (In The Name Of Love),"You're not alright
You're so sad and lonely
'Cause night after night
You're the one and only
But feeling this way it wears you away
Come on! You must get up and get it

Don't let it go
And surrender to the gloom
You deserve a love that
Lasts forever
Lives forever

Never give up in the name of love
You won't give in, you'll never stop to fight
Someday your love will knock at your door
You must let him in 'cause he will be mister right

Never give up in the name of love
You won't give in, you'll never stop to fight
Someday your love will knock at your door
You must let him in 'cause he will be mister right

Just be OK
Don't be sad and lonely
'Cause I know today
You're the one and only
To get your own love pure like a dove
Come on! You must cheer up and get it","https://www.eurobeat-prime.com/lyrics.php?lyrics=155
"
Kevin Johnson,Never Gonna Give You Up,"We're no strangers to love
You know the rules and so do I
A full commitment's what I'm thinking of
You wouldn't get this from any other guy
I just wanna tell you now I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonan tell a lie and hurt you

We've know eachother for so long
Your heart's been aching
But you're to shy to say it
Inside we both know what's been going on
We know the game and we're gonna play it
And if you ask me how I'm feeling
Don't tell me you're too blind to see

Give you up, give you up
Give you up, give you up
Never gonna give
Never gonna give, give you up
Never gonna give
Never gonna give, give you up","https://www.eurobeat-prime.com/lyrics.php?lyrics=954
"
Kevin Johnson,Pretty Little Girl,"I can't believe that I'm always here knocking at your door
I'm goin' crazy whenever I think of you

And everytime I see you again
I know my love will never end
'Cause you are deeply inside of me
Nothing cahn change the way that I feel

You are my sweetest pretty little girl
Oh darling don't forget to tell me
You love me pretty little girl
With you my heart has plenty of joy

Sharing the days and the night, the laugh and the pain with you
I'll give you my love without the fear of regrets","https://www.eurobeat-prime.com/lyrics.php?lyrics=785
"
Kevin Johnson,Promises,"Don't you know you can change my days
You can take me power
Don't you know you can change my ways
I've an inside to discover

I can say to you a million things
Just to make you love me like a mad
But if you look inside my eyes
You can see that those will be only

Promises that I cannot keep
I can play the king but I'm a thief
All the promises that I made to you
Were all lies uh oh uh

Promises that today are gone
I've a fallen king so deeply lone
All the promises that I made to you
Were all lies uh oh uh

Don't you know you can straight me up
You can stop my fever
Don't you know you can stir me up
You can make me say ""It's forever""","https://www.eurobeat-prime.com/lyrics.php?lyrics=484
"
Kevin Johnson,Tonight Tonight,"Don't give it up
Do what you wanna do
I never let you go tonight

I messed it up
I know I was a fool
But now it's gonna be all right

Without your love I'll be alone
Without your love I just can't live
You really got me right
Now listen to your heart
Girl I'm mad about you

Tonight tonight my satisfaction
Tonight tonight your love and passion
Ain't nothing to say, ain't nothing to do
I'm crazy for you

How do you feel
Babe love is for real
I never let you go tonight

Wish I could stay
Close to you night and day
You know it's gonna be all right","https://www.eurobeat-prime.com/lyrics.php?lyrics=3585
"
Kevin Johnson,Welcome To My World,"It's a wonderful world, what a wonderful world
Millions flowers are happy and beautiful
Somewhere music goes on, someone's singing a song
And the sunset is getting golden

Only the drums in the night are awake and never sleep
And nothing less than a life in paradise
Only guitars in your hands you go to feed
And nothing less than heaven

Welcome to my world, where the music is the law
Let's play forever, welcome to my crazy world!
Welcome to my world, to the rainbow rocky show
Let's say together: ""welcome to my wonderful world""!

It's wonderful game, what a wonderful game
You don't need to go working into my world
It's a licence to fly, there's no reason to cry
And you better believe it, baby","https://www.eurobeat-prime.com/lyrics.php?lyrics=4466
"
Kevin Johnson,Yankee,"I ride into the dust
My guns is loaded with bullets made of blood
The sound of my shotgun
Is coming right from my direction
Makes you get in action.

Thisland of desperados
This nowhere land
No mercy for the loser
And tonite you lost look at me.

Yankee yankee damn yankee
I can make you see your shadow dancing
Yankee yankee damn yankee
Everybody wants me dead or alive.

My tears are made of rust
I know this place is called the broken heart
My life so wild and fast
Has took a terminal dilection
No more time for action","https://www.eurobeat-prime.com/lyrics.php?lyrics=2065
"
Kevin Johnson,You Light My Fire,"I dont' believe, you'd ever let me down
That's not a game we play
Eternally, I wanna be around every day

Can you keep a secret
Promise that you'll keep it
Close to your heart
Tell me that you mean it
Baby, can you feel it
I can see it up in the stars
It feels like heaven

Gimme your love, don't ever stop
Ready or not I'm commin' after you
Gimme your love, don't ever stop
Oh baby, you're the one
YOU LIGHT MY FIRE !

Gimme your love, you're what I want
Tell me you love me you know you want to do
Gimme your love, don't ever stop
Oh baby, you're the one
YOU LIGHT MY FIRE !

I only need, a minute of your time
I need to let you know
Passionately, I wanna be your man every night

Now you know my secret
Guess I couldn't keep it
Deep in my heart
Girl, you gotta hear it
Baby, can you feel it
Let it fly you up to the stars
Cause you're my heaven","https://www.eurobeat-prime.com/lyrics.php?lyrics=3020
"
Kevin Johnson & Cherry,Crazy Game Of Love,"Everytime you forget that I love you so
Everytime you cry
Everytime you don't tell me the truth
My heart is in pain for you

I can forgive you only if you gimme a kiss
But you say it's never enough oh yeah
I can surrender to this crazy game of love
You're my baby I'll never forget

Everytime you and me have a fight
We're making up making love
Crazy game of love
Everytime you and me call it quit
We'll knock on each other door
Crazy game of love

Everytime you don't call me sweet baby
Everytime you go
Everytime you don't call me at all
My heart is alone and sad","https://www.eurobeat-prime.com/lyrics.php?lyrics=241
"
Kevin Johnson & Cherry,Happy Phantom,"Tell me the story of the ghost in the castle
""I think this tale will be too scary for you""
So tell me where the monster brought the young lady
""Nobody ever knew what happened to her, my baby""

Shadows and ghosts filling up the darkest night
Chasing you, wishing to drink your blood
We have a friend and tonight his party's on
The ""Happy Phantom Party"" bash

Through out of the night all the presence are welcome
This is the night of the happy phantom
Dance in the dark, floating into your bedroom
This is the night of the happy phantom oh yeah

Tell me the reason why I can't sleep at night
""Because your room is haunted by some lost soul""
So tell me why the monster kidnapped the baby
""Nobody ever knew what happened to him, my baby""","https://www.eurobeat-prime.com/lyrics.php?lyrics=539
"
Kihow,Cicada Shell,"Windy hill, devil maidens of the dance
The floating bridge of dreams, a ruined villa of the glory
Beneath the sacred tree, fireflies in a glow
A climbing violet vine in the twilight, the secret date

Ah, she was the wisteria
Shadow of the beloved one faraway
Love affairs... oh, desertion
My life was like the cicada shell

I'm falling, falling, falling
Like crimson foliage
Forbidden love is the sweetest fruit, would you like a bite?

Falling, falling, falling
Colorful days gone by
Vanished into the clouds

In the dark, mountains burning in a blaze
The floating bridge of dreams, a ruined palace of the glory
Beneath the autumn leaves, a gust of wind in the night
Withered pampas grass, blind in the secret date

Ah, she was the Lady Blue
Shadow of the beloved one faraway
Love affairs... there's no turning back
My life was like the cicada shell

I'm falling, falling, falling
Like crimson foliage
Forbidden love is the sweetest fruit, would you like to choose?

Falling, falling, falling
A million days gone by
Punished into the haze

Ah, she was the lavender
Shadow of the beloved one faraway
Love affairs... oh, devotion
My life was like the cicada shell","https://www.eurobeat-prime.com/lyrics.php?lyrics=4556
"
Kika,In Your Eyes,"Lonely boy
You never said ""I love you""
City girls
Can make you happy
Little boy
You got me feelin' higher
In your eyes I see the fire

Watching me so silent
Show me you emotion
It's a secret love
Shinin' forever
We can make it better
Dreamin' we can be together

In your eyes
I can see the stars
All I wish is in your eyes
All my lovin'
In your eyes
Got to be tonight
Say that you love me now

Pretty boy
In your imagination
Little girls
Can drive you crazy
Golden boy
Don't wanna lose the feeling
In your eyes is my temptation","https://www.eurobeat-prime.com/lyrics.php?lyrics=367
"
Kika,Party Girl,"Chit chat talking tonight
Can you shut up for a moment baby
Sing song follow me tight
Let the music ever take you high

Bump beep we're rompin' - eho eho
Huper delight - I wanna feel alright
Dancin' crazy we can party high
Hey you girl - let's sing together

I'm a party girl
Let me dance forever
Party girl party girl
Into the night
Wanna be together
Let your mind go crazy
Party girl party girl
Let's party tonight

Hey hey dancin' away
We get more communication baby
Ring ring come into play
And tonight we're gonna feel alright","https://www.eurobeat-prime.com/lyrics.php?lyrics=606
"
Kika,Top Of The World,"A diamond set into my brain
I feel like I was born again
I'm reachin' for the stars
In the sky

I'm free - can't you see me dancin' free
It's my destiny that's
Flashin' out tonight
And callin' me to reach out for the light

Dancin' on top of the world
I'm gonna tell you everybody
Wavin' on top of all the world
It's a happy happy feelin'
Dancin' on top of the world
I'm gonna tell you everybody
Wavin' on top of all the world
It's a happy happy feelin'

A wonder girl, the real me
It's oh so easy to believe
If you can take my hand
In your hand","https://www.eurobeat-prime.com/lyrics.php?lyrics=905
"
Kiki & Fancy,Big In The Night,"Star of the night
I wanna be the wonder baby
(Crazy, crazy, dancin' crazy)
Feelin' alright
And all the people come on dancin' tonight
(Oh, baby, movin' to the rhythm)

All around the town you can never find
Another girl so mad as me
Don't you get me down, like a little clown
Oh baby, I just want to be free

Big in the night - oh baby
Big in the night - together
Never give up and never give in, give in
Big in the night - oh baby
Big in the night - forever
Shake around the floor tonight

Color my life
With your emotions you can feel it
(Feel it feel it, you can feel it)
Flash in my mind
I wanna make a happy party tonight
(Oh baby, movin' to the rhythm)","https://www.eurobeat-prime.com/lyrics.php?lyrics=2304
"
Kiki & Fancy,Dance All Night,"Workin workin' up and down
Here and there and all around
Hey hey hey hey crazy
Break it up or break away
Take your time an' make your day
Hey hey hey hey baby tonight

Fun time
You gotta take your chance
You gimme hi five
Gotta get on
Hey hey hey hey don't want no shy girl
Everybody's got to shine

Come on dance all night
Celebrate we're alive
Flyin' wavin' on the floor
Go cry for more
Gimme dance all night
And forever so bright
Here the angels dance in heaven tonight

Leave your troubles out o' mind
Let your heartache fall behind
Hey hey hey hey honey
Freakin' out no stoppin me
Movin' like you're fancy free
Hey hey hey hey baby tonight","https://www.eurobeat-prime.com/lyrics.php?lyrics=4132
"
Kiki & Fancy,Dance Little Sister,"Let's go dancin' on Saturday night
Shut away your trouble, and make up your eyes now
Let's go straight to the heart of the wild
I just wanna feel it alright

Wanna dance, gotta dance
And tonight is the right time
Come now, my little sister
Dance, gotta dance
Gotta move to the music
Let me feel you dance by my side

Dance little sister
Tonight everybody's watchin'
Dance little sister
And everybody
Dance little sister
And don't stop it babe
Dancin' alright and you can have a good time

Dance little sister
Tonight everybody's watchin'
Dance little sister
And everybody
Dance little sister
And don't stop it babe
Dancin' alright and you can have a good time

Let's go party on Saturday night
Shake your body baby, don't stand in the doorway
Move in time to the beat of the night
We just wanna feel it alright","https://www.eurobeat-prime.com/lyrics.php?lyrics=898
"
Kiki & Fancy,Go Bananas,"Run, let's follow the sun
With my watergun
We pickaboo like children messin' around
We go summer-bound
We dance to the sound
Until we're gettin' crazy dancin' for fun

The night is callin' sweet temptation
A lucky charm for celebration now
I'm like a fancy-coloured fire in the sky

Everybody go
Go bananas
Go bananas
Summer's gonna stay forever dancin' round
Go bananas
Go bananas
Everybody dance
Go bananas
Go bananas
All the girls are crazy dancin' to the sound
Go bananas
Go bananas
Everybody jump

Hi, that's my paradise
The stars in my eyes
Are heavenly like dreams that money can't buy
My hope is tonight
The moon shinin' bright
Can see the little light I got deep inside","https://www.eurobeat-prime.com/lyrics.php?lyrics=3314
"
Kiki & Fancy,"Go Sunny, Go Sunny","Something in the air this time
Feelin' like a mess tonight
Stumble every little step I take
My dreams are always breakin' down

I will change myself for better
Maybe I'm just too proud
Blow the darker cloud away and
Feel the sunny side

Go sunny, go sunny
And in the rain go smilin'
Go sunny, go sunny
Take a jump in time
Go sunny, go sunny
You'll break the dark of the night
Jumpin' up the fire
Go sunny, go sunny
And in the rain go smilin'
Go sunny, go sunny
Take a jump in time
Go sunny, go sunny
You'll break the dark of the night
Jumpin' up the fire

Breakin' down to simple life
Flyin' from the border line
Breatin' all alng I'll find my way
To start a really bright new day","https://www.eurobeat-prime.com/lyrics.php?lyrics=4500
"
Kiki & Fancy,Pararappa Dance,"Take me dancin', I'm in the pink - auaua
Celebrate now
Get the chance baby, tip the wink - auaua
Wavin' ciao ciao

Feel the sound an' feel the heat
Gets you dancin' in the street 	oh, a le le
				            oh, a le le

Everybody shake in time
Move your feet an' hands around oh, a le le
				                oh, a le le

Pararappa dance
Come on, sister fun
Pararappa dance
We have just begun
Oh let me tell you that
I want it just like that
I wanna Pa-Ra-Dise
Pararappa dance
We can touch the sky
Pararappa dance
Let me tell you why
I feel an angel fly
And really take me high
In to my Pa-Ra-Dise
Pararappa dance

Don't be lazy get down tonight - auaua
Love express go
Feel the rhythm along your spine - auaua
Impress them all","https://www.eurobeat-prime.com/lyrics.php?lyrics=3463
"
Kiki & Fancy,Roly Poly Rock,"Everywhere I go
I can see you walkin' by my side
And the way you love
Gonna drive me boy out of my mind

You got me spinnin'
Out of control
You got me sinnin'
Down in my soul
Wishin' I can say to you
Just what you're doin' to me

Roly poly rock
Bottom to the top
Roly poly round you pretty babe
Crazy for you

Roly poly rock
Can you feel the shock
Roly poly round you pretty babe
Crazy for love

Fallin' down and down
Then I get up and I get around
Baby you're the one
You're the love that I really found","https://www.eurobeat-prime.com/lyrics.php?lyrics=2931
"
Kiki & Fancy,That's Amore,"I was born on a stormy night
And hey, I know I rumble and tumble
Dos and don'ts puzzle in my mind
We're lookin' for fun tonight!

Feel me hungry for your lovin'
You can set imagination wild
If you go to my destination
Don't stop me now

I wanna feel that's amore - amore
I wanna feel your love my baby
More and more you belong to me
And that's amore you can feel - that's amore
I wanna feel that's amore - amore
I wanna feel your love my baby
More and more you belong to me
And that's amore you can feel - that's amore

Play this game, baby, play with me
Your sex-appeal is magic desire
All the heroes in history
Could never escape their dream","https://www.eurobeat-prime.com/lyrics.php?lyrics=4448
"
Kiki & Fancy,Tuttifrutti Lollipop,"Go for the strawberry red
Banana yellow's ahead
I will take you by surprise
Pineapple - Crazy for you
A sweetest cherry for two
Juicy little paradise

Come on and taste me honey
It's so funny
Yummy - Yummy, it's so funny funny
I can be sweet or spicy
Hot or icy
Baby you just wait and see

There's just a way we can be
You will be crazy for me
Tuttifrutti Lollipop
A rainbow fresh and alive
Some come on baby, take five
Tuttifrutti Lollipop
There's just a way we can be
You will be crazy for me
Tuttifrutti Lollipop
A rainbow fresh and alive
Some come on baby, take five
Tuttifrutti Lollipop

A shade of blue minty green
I'm just a burnin' sixteen
Chocolate on lips of fire
You can just take me or leave
I got my heart on my sleeve
Candy - Candy, take you high","https://www.eurobeat-prime.com/lyrics.php?lyrics=3014
"
Kiki & Fancy,Wake Up!,"I'm feeling moody, sleepy
Fancy goin' dancin'
I'm cosy, very dozy
Dreamin' I'm romancin'
Jump into the wheelin' of the day
So move your body now

I need some fun to wake up
My time to make up
To top the line-up
Get into the feelin'
So hear my prayer
And get me hyper
Blast the music higher
And now I can feel it

Wake up!
The sound is funny
Wake up!
The rhythm pumpin'
The music playin' just for you and me
Wake up!
Don't be so lazy
Wake up!
So fresh and crazy
Wake up and feel alright!
Wake up!
The sound is funny
Wake up!
The rhythm pumpin'
The music playin' just for you and me
Wake up!
Don't be so lazy
Wake up!
So fresh and crazy
Wake up and feel alright

The radio is Ga-Ga
Thank you for your callin'
The TV show's a Bla-Bla
Words can keep on rollin'
I just need the energy to wake
Up to the brand new day","https://www.eurobeat-prime.com/lyrics.php?lyrics=167
"
Kiki & Fancy Feat. Goofy DJ,I Wanna Play Guitar!,"Everybody now
Reachin' for the sky
Wanna feel the rhythm - excuse me, may I play?
Baby clap your hands
Stompin' all around - oh, I can play guitar
We need a DJ!!!!!!!!!

It's not a honky - tonky night - oh yes, and I don't mind
It's not a boogie - woogie night - seems so easy
We colour the sensation now
Celebration
Dancin' together
A fire in the night!

You wanna play guitar
I wanna feel alright
YOu hear me DJ tonight? - I wanna play guitar
You wanna play guitar
So keep it right in time
You drive me crazy now? - oh please, let me play!
You wanna play guitar
I wanna feel alright
You hear me DJ tonight? - I wanna play guitar
You wanna play guitar
So keep it right in time - please please hear me play
You drive me crazy now?

Sure you got the sound?
Can you get it out?
Babe you keep me waitin' - oh gimme my second chance!
Bangin' all the way
Let the music play - Goofy, play guitar!
But we need a DJ!!!!!!!!!","https://www.eurobeat-prime.com/lyrics.php?lyrics=605
"
Kiki & Kika,All For Love,"I can be jumping for joy or
Crazy with longin'
I feel somebody
All the times I've been cryin'
Things I've been tryin'
Were all for lovin'

I celebrate as the tears go by
I wanna touch, wanna feel
Wanna hold you tight to me
I sanctify every day and night
And when I feel energy that is
All for love

All for love - 'cause love is all creation
Something so easy, so natural
All for love - my life's a celebration
And I'm alive because I know my flame is burning

All for love -  'cause love's imagination
Something so crazy, so physical
All for love - my life's a celebration
And I'm alive because I know my flame is burning

So if you give me the chance
I'll keep on romancing
I'll be your babe
All the times I've been lyin'
Things I've been tryin'
Were all for lovin'","https://www.eurobeat-prime.com/lyrics.php?lyrics=1286
"
Kiki & Kika,Big Yeah,"Tell me babe
I wanna know the way you move your body
Set my body dancin'
Touch me baby
You see me wrapped around your little finger
I'm so happy singin'

Woah-oh-oh
Don't wanna say no
Can you feel the music goin' on
Woah-oh-oh
I can't let you go
You can get me higher
Ready for love

Yeah-yeah a big yeah
I wanna say yeah
To be together
Sets my mind on fire
Yeah-yeah a big yeah
Desire to dance all night
Just you and I
Yeah-yeah a big yeah
I wanna say yeah
To be together
Sets my mind on fire
Yeah-yeah a big yeah
Desire to dance all night
Together just say the big yeah

Rock me babe
Just wanna hear the word that keeps me dancin'
Let me go romancin'
Kiss me babe
I've got to feel your heart to mine, so close and
Happy happy singin'","https://www.eurobeat-prime.com/lyrics.php?lyrics=133
"
